DISTRICT,XBLOCK,YBLOCK
4,398397,141933
3,397953,140415
2,392751,137770
1,401480,135528
1,400231,135453
3,397539,140491
3,397746,137783
1,398469,134448
3,398358,137450
6,405836,137503
7,401004,131818
5,402901,139686
5,401701,136862
2,395521,137007
6,404004,135088
2,394622,137482
1,401135,134507
2,393699,140976
7,400857,133183
2,394964.33,140772.69
4,397704,145832
2,396046,138387
4,396942,140983
2,392751,137770
2,392607,143559
4,398382,142807
6,405413,137142
6,404147,132996
3,397920,137620
5,399352,137782
1,398508,136963
6,407132,136008
4,397654,144888
4,397679,145199
2,393225,144113
7,401146,130808
4,397577,143785
1,400489,135773
1,399272,136594
1,398523,133675
7,401395,130895
3,398058,139487
6,402234,133910
3,397923,138834
3,398638,138583
1,401135,135000
1,397610,137008
1,399855,137319
2,394340,143790
1,401605,135648
2,394824,137485
6,403102,132317
5,401480,136535
6,405341,135527
3,398080,139773
2,397082,137119
3,397655,138713
4,397162,141258
6,403779,136044
7,401741,132961
4,397868,141140
1,399211,133853
1,398596,136988
6,403624,132694
1,399489,134459
4,399529,143757
3,397083,140096
6,405492,134418
5,398880,137708
7,401492,133069
5,402240,137433
3,397921,137916
7,401500,133168
1,399119,137184
3,397921,137783
1,401418,135070
1,398413,137185
1,399694,135009
3,396213,138730
3,397532,139201
2,396372,137666
2,391850,138614
2,394894,144204
6,403908,135661
7,400200,132307
7,402049,130741
6,404370,136293
7,399674,131191
4,397483,141969
1,398843,137425
1,397919,136402
4,398351,141157
4,397507,145917
3,398101,138793
3,397826,138634
3,397700,138469
6,405327,135921
3,397904,139683
7,401169,129438
2,394823,145284
4,396760,140564
2,395597,137710
2,393405,144012
3,397921,138510
3,396942,139389
4,398518,144667
5,400754,141106
2,393839,143460
5,403550,139245
7,401821,133325
5,401755,138659
6,405702,137581
3,397965,137709
7,401264,130300
4,397642,140935
2,396046,138387
3,397655,137783
1,400541,134715
2,396745,137321
1,399214,136542
4,400256,141901
7,401936,130715
3,398055,138735
6,406127,135335
5,402326,139507
4,397633,144615
1,401097,136742
1,398508,137407
6,403908,135661
7,402554,131862
4,397348,145719
6,404665,135104
2,397153,136026
4,399215,142903
1,401892,135229
6,404838,133646
7,400887,129540
6,404308,136189
2,395377,137400
1,400637,135960
4,397584,145601
1,397920,136943
6,404224,132804
2,394548,137621
5,401489,137806
2,394550,137528
3,397746,137620
5,401764,140635
3,397564,137620
3,397706,140268
7,402297,133448
2,394784,137339
7,400183,131022
1,399421,134605
6,405980,135668
3,397539,140491
7,400354,131430
5,401568,136987
2,394553,137415
5,401340,138664
3,397174,140033
5,401740,137077
7,400717,132802
2,394734,142717
1,399210.55,134299.54
5,401182,138011
6,404253,136093
4,399983,143313
1,400930,136927
5,398572,138453
2,393364,139711
3,397655,138975
3,397216.27,137538.44
5,400594,139371
4,399444,141969
1,400638,135179
5,401740,137077
3,395984,138616
2,396504,137376
4,397953,145076
6,403685,135593
4,397323,140626
1,398185,136475
1,401605,135898
2,396170,138305
7,399228,128424
3,397228,137406
5,400594,139371
2,396456,137483
3,397162,140182
2,394553,137415
1,401135,134507
4,396454,146562
1,398532,137185
3,397138,139417
1,398185,136475
1,399759,136192
5,399214.79,137753.75
2,395892,136464
5,403051,140315
6,403638.94,135772.42
5,399058,137708
6,405418,138092
5,401942,137457
7,402411,131808
5,400790,140353
1,399076,133996
5,402996,140986
6,405423,134960
4,400563,143421
1,398651,136899
5,399878,137742
5,399337,138221
3,397117,138916
5,402005,137215
3,396119,139281
5,399887,138915
2,396524,138141
3,397216.27,137538.44
1,401743,135306
2,397154,136928
2,394605,142455
6,404459,136336
1,400436,135043
2,397115,137836
6,406891,136981
2,393039,142375
7,401280,133168
1,401668,135710
3,397162,140182
6,406402,135566
5,401740,137077
3,397430,138263
5,401003,138369
2,395506.61,136689.93
7,399037,128205
3,397088,139298
1,397745,137126
5,401701,136862
3,398274,138545
4,398636,142339
3,397917,137450
7,400366,132181
7,400588,129470
6,406309,135226
1,398469,134448
7,401968,131496
1,401347,136871
2,394243,140981
1,399075,134190
7,399099,128076
7,399062,128985
5,403459,140142
2,396217,138008
7,401936,130715
3,397655,138713
5,399759,139012
4,399150,142640
4,399358,143853
4,396783,143586
3,397700,138792
6,404237,137034
7,402554,131862
2,394389,143469
3,396754,139785
4,397630,143029
4,398529,143180
7,400130,128889
1,398989,136542
3,397162,140182
3,396942,139389
5,400770,140681
4,397529,140644
3,398358,138519
6,405327,135921
3,397083,140096
2,396312,138086
4,398275,144342
7,400866,132842
1,400846,136542
6,401965,133728
5,402322,136473
6,404085,137618
3,397174,140033
2,395232.98,136881.69
1,398291,137060
5,401564,139340
5,399323,137975
1,399351,137531
3,397561,140375
7,401000,133082
7,399581,129706
1,397328,136474
6,404880,133290
2,396547,137583
1,400232,135255
7,401000,133082
4,399058,143187
5,400360,139621
6,405391,135837
6,404097,135250
4,398356,144667
7,400709,129315
7,402094,132953
1,400437,137118
6,404579,137347
1,398227,134827
4,397815,141851
3,397329,138713
6,404793,133208
4,398437,145125
4,400497,141425
6,404497,133058
1,400332,135958
5,401693,140685
2,395151,137409
2,395709,137490
5,398945,137916
3,396616,139758
2,396070,137755
1,398621,135524
2,394829,137194
2,394456,138159
6,404600,136168
4,397551,142144
5,401728,138813
1,398272,137126
2,392853,143682
3,397892,139792
2,396307,137321
1,397835,136718
1,397834,136610
3,396835,139331
5,401701,136862
3,397423,139819
2,397115,137836
2,394627.75,137608.43
4,401565,141724
1,397430,136664
6,406683,137294
6,403784,135262
1,400232,134826
3,398238,138636
7,402094,132953
6,406073,137906
6,405456,137213
7,400369,132424
3,396833,138511
5,401125,137859
5,400761,140829
3,396418,139305
2,395911,138470
1,400232,135255
5,400840,139142
1,399144,134605
5,401106,138047
5,401872,141994
5,401109,140098
3,398583,139071
1,398098,136808
3,398044,140473
6,405127,137046
2,396383,137254
5,401427,137980
1,401135,135773
4,398835,142645
4,397293,141316
7,399218,129419
1,398576,134292
6,405417,137333
1,400930,134507
6,404097,135250
1,398185,135418
7,402684,132570
7,400134,130213
6,405846,134296
2,395175,140861
1,401302,135000
1,397329,137320
5,402828,140800
3,397172,138470
2,396523,137847
3,397920,137620
4,399890,143127
6,404257,136006
6,406683,137294
2,396829,136991
5,402305,141426
4,396202,140347
1,397329.19,137185.6
5,401728,138813
1,397919,136402
1,401575,134650
1,400541,135441
2,394550,137528
3,397228,138674
1,401605,135648
1,398185,136475
3,396833,138346
3,397387,138020
1,399272,136594
7,401926,131230
1,399886,136928
2,394189,143099
6,404370,136293
1,399759,135355
3,398358,138057
7,399228,128424
1,400686,134987
5,400212,137949
3,397892,139792
1,400384,136609
2,393904,137605
1,398186,137001
5,400593,140505
7,402372,131325
2,391474,138950
6,403936,135416
1,398099,136943
2,396217.89,138008.23
2,397115,137977
2,392225,143312
6,406453,134892
2,396965,137769
1,400790,137051
2,395499,139592
7,400695,129114
7,401391,132595
3,397174,140033
1,398508,136963
1,400734,136696
4,396343,141673
4,396999,140521
2,393499,138307
7,401953,133141
1,400231,135453
2,396310,138635
6,406775,136516
3,396525,138714
6,401360,133926
5,400770,140681
7,401681,131927
3,396513,138552
5,401740,137077
2,395111,137904
2,397153,136026
5,402288,139218
1,401378,136783
2,396168,137321
5,399855,137532
1,397700,136999
2,394146,138598
5,400042,139625
5,400541,139301
4,397986,143279
1,398532,137052
7,399587,131013
2,395288,139501
5,400246,139229
3,398099,138551
2,396660,137483
3,396055,139384
6,404308,136189
5,402683,140581
,397700.46,136611.23
1,398186,137185
4,396654,140440
3,397965,137709
7,400211,132550
4,397025,140710
3,397320,138058
2,396744.98,137186.27
1,400232,135255
2,396168,137321
2,396559,137255
1,397497,136718
6,404614,135894
2,396660,137583
1,398508,136963
5,399271,139627
2,396072,137710
5,399215.87,138751.2
7,402363,130873
4,396942,140983
2,394691,137573
4,398877,141831
4,398877,141831
3,397497,137857
1,399996,136928
6,405382,134537
6,407311,136120
5,401757,140744
2,394459,141888
2,393645,140765
6,404097,135250
3,396055,139384
3,397430,138346
6,404398,135425
2,395499,139592
1,399622,134352
7,401003,133335
6,405820,136128
7,401830,130676
7,400887,129540
2,392366,139964
6,405952,134938
2,396019,138306
2,394459,141888
1,399078,136928
1,397226,136542
7,402094,132953
4,396294,140699
7,401601,130970
3,396834,138973
5,400695,140731
7,401004,131818
5,398895.59,138277.29
7,402071,131148
4,397897,140906
6,404249,135233
2,392607,143559
7,400120,128696
3,397863,139206
3,397117,138916
3,397423,139819
7,400618,129361
1,400233,137456
1,399622,134352
4,397766,141080
3,396749,138916
3,397497,137532
5,402239,139447
1,400489,134410
3,396250,139796
4,397698,146150
7,402335,132676
5,402412,140979
5,399074,137856
3,397612,139543
5,400086,139537
7,401000,133082
7,400729,129455
5,399489,137576
1,399211,133853
1,400436,135043
2,395524,138794
7,402727,131992
4,398351,141157
7,401541,132089
6,406021,137854
1,400088,137184
4,398165,143925
3,397262,137555
5,400594,139371
1,400233,135528
2,396046,138387
5,403763,139365
6,406635,135586
1,401147,134664
6,404579,137347
4,397603,142843
6,406297,135151
2,396559,137255
3,397138,139417
6,405728,134985
3,397174,140033
2,395288,139501
2,396831.57,137702.42
6,406309,135226
4,397904,140846
2,396412,137579
1,400928,135279
1,399351,137425
4,397162,141376
1,398358,137118
1,397920,136943
5,401740,137077
1,399119,137184
7,399037,128205
1,399078,136928
2,396295,136858
6,405592,138052
2,393674,138954
4,397577,143785
3,398019,139835
4,399871,142835
3,397961,139579
4,401024,142395
4,397422,140620
3,398011,139902
6,406461,135770
6,406004,134532
4,398826,142889
5,401521,136902
2,394304,137475
6,405755,136486
6,404085,137618
2,396384,137579
5,403589,138962
6,406127,135335
5,400246,139229
4,396276,140799
2,394382,138027
1,398273,134400
5,400880,140523
4,396953,142026
3,397424,140141
5,400643,138931
3,397892,139792
5,402017,136325
3,397162,140182
3,397874,139955
1,401347,136871
6,402423,134032
7,400830.9086,129353.0265
7,401535,131621
4,398196,142320
3,397294,140084
1,400384,136927
1,399759,136784
3,396055,139384
5,399081,139270
1,399664,134206
3,396635,139697
1,399564,134294
5,400246,139229
7,402184,130991
2,392567,140507
1,401338,136259
6,402366,133849
5,401165,138586
5,402158,138824
4,400649,142380
5,399558,138752
5,401311,139258
2,393705,138999
7,399613,131109
2,394459,141888
7,402438,131109
2,394392.06,137257.78
7,401820,131896
4,397904,140846
2,396522,137709
1,399886,135528
2,397115,137977
1,398469,134448
7,400276,132404
3,397991,140078
4,397685,142084
5,401740,137077
2,396001,138485
3,397782,139614
4,397973,141619
3,397965,137709
7,401930,130945
1,398273,137243
2,393039,142375
1,398374,135355
2,396504,137376
3,397532,139201
5,398814,138139
5,401978,140078
4,397868,141140
3,397117,138792
1,400232,135255
7,401712,132801
3,397162,140182
5,401978,140078
7,401226,132523
4,397689,141711
4,396684,140342
3,397921,137916
7,399488,129102
3,397826,138634
3,397921,137916
4,399867,143549
2,396965,137769
5,402062,137282
6,404541,136535
6,405964,134419
7,400346,131109
5,402556,139092
6,404691,137003
5,401978,140078
2,395314,136983
3,396561,139643
7,400898,133037
1,399213.66,137478.75
7,402911,131429
1,398185,136475
4,398296,142628
6,406835,136726
3,396564,138429
2,395993,137857
3,397921,137783
3,398009,139049
1,400489,137318
4,396902,141324
7,400042,130256
5,400279,139655
3,397653,140207
5,400770,140681
1,399950,136990
6,405084,135772
7,401004,131818
3,397330,138223
4,397264,143028
2,396661,137923
2,395385,138937
4,400742,141663
1,400790,136106
2,392607,143559
1,400231,135453
5,404105,139186
2,395499,139592
5,399058,137651
4,397085,142144
4,399610,140102
1,399272,136594
2,392607,143559
2,397155.47,137185.86
3,397113,139035
6,404455,137101
4,397425,142288
3,397320,138058
2,394411,137777
1,398009,137138
1,397745,136759
2,396456,137483
4,396953,142026
1,398098,136808
1,399886,134962
5,401978,140078
3,397921,138345
3,398274,138222
2,396660,137583
2,396170,138305
6,404085,137618
1,400930,134507
7,401280,133168
4,398671,141407
6,405450,137846
4,400216,142992
6,405786,134897
3,397162,140182
1,401897,135000
3,397162,140182
6,406076,135034
5,401307,139882
5,399215,138262
6,404692,136093
1,397430,136801
5,399877,137708
2,395682,138663
5,402325,141157
7,402670,131549
3,397228,138593
3,396663,138753
6,405127,136726
7,400393,132326
1,400846,134880
7,402258,131469
7,399075,128889
7,400216,129491
5,399489,137576
2,393951,140519
2,395767,138059
7,400218,130020
5,398749,137622
3,397768,138713
1,399887,135275
1,400930,136326
1,399288,134410
7,400331,129143
3,398438,138500
1,398508,136963
4,397923,142980
4,397586,143925
1,400638,136556
1,400489,135648
4,399742,143428
6,405355,136876
6,404789,136926
1,398809,134827
1,400846,134715
1,399592,134973
5,402333,138743
4,399852,143321
4,400218,142805
4,400218,142805
7,400770,130713
2,396167,137054
4,397424,141494
2,394456,138159
3,396119,139281
4,399361,142717
7,400278,130607
1,397328,137053
1,398098,136539
1,397497,136718
2,396559,137255
6,403638.94,135772.42
2,396915,137320
4,398477,143712
6,406697,135083
3,397424,140348
3,398280,139035
4,398349,145263
3,398273,137783
1,397919,137069
5,401727,139196
3,396505,139751
6,403132,131966
3,397802,139380
3,398328,138650
5,402466,139176
3,398583,139071
4,397511,142909
6,406438,135644
2,392375,141282
5,401755,139047
3,397700,138792
3,397609,137532
1,400437,136990
1,397919,136402
3,397655,139122
1,400233,137393
2,394824,137485
3,397564,139119
2,394146,139723
7,401269,129538
2,392992,139037
3,397229,138975
4,400218,142805
2,396217.89,138008.23
4,400742,141663
2,395459,137490
2,393499,138307
5,401003,138369
1,399351,137319
4,396973,143146
3,397329,138634
1,398469,134448
2,397115,138140
6,405728,134985
6,404304,132879
1,399995,134294
6,403010,134506
2,394824,137485
1,400514,135109
3,397655,139469
2,394157,143962
6,405585,135081
4,397253,143486
3,397113,139035
1,399950,135233
3,397497,138634
5,401852,140950
3,397302,139967
5,398640,137975
7,400902,130618
3,396524,138141
1,399352,134192
7,401745,133271
6,403653,135879
5,401568,136987
2,393995,138269
5,398885,139151
5,401791,140185
3,397655,139302
5,399080,138386
3,397497,138792
3,396190,139384
3,397117,138916
5,402062,136964
6,402423,134032
5,401693,140685
4,400433,143061
1,400232,135255
4,399890,143127
3,398185,138225
1,397654,136665
7,400459,130727
3,396388,138837
7,400548,129241
6,404600,136168
3,397228,138017
7,399847,129648
7,400134,130213
6,406683,137294
6,406088,135110
1,399823,134352
5,401764,140635
5,399823,138853
1,398477,137319
3,396748,138388
3,398099,137450
